key|EBSS_Kr|EBSS_En|EBSS_Beon|EBSS_Esp|EBSS_Deu|EBSS_Idn|EBSS_Tha|EBSS_Fr|EBSS_Gan|EBSS_Rus
26018|제국군과의 전쟁을 이겨내기 위해서는 이 훈련시설이 꼭 필요합니다. \n여차하면 크리스티나 사령관의 지시를 받들어 대처합시다.|To win our war against the Empire, we need this training facility.\nIf something ever comes up, we can always request advise from Commander Christina.|To win our war against the Empire, we need this training facility.\nIf something ever comes up, we can always request advise from Commander Christina.|To win our war against the Empire, we need this training facility.\nIf something ever comes up, we can always request advise from Commander Christina.|To win our war against the Empire, we need this training facility.\nIf something ever comes up, we can always request advise from Commander Christina.|To win our war against the Empire, we need this training facility.\nIf something ever comes up, we can always request advise from Commander Christina.|To win our war against the Empire, we need this training facility.\nIf something ever comes up, we can always request advise from Commander Christina.|To win our war against the Empire, we need this training facility.\nIf something ever comes up, we can always request advise from Commander Christina.|To win our war against the Empire, we need this training facility.\nIf something ever comes up, we can always request advise from Commander Christina.|To win our war against the Empire, we need this training facility.\nIf something ever comes up, we can always request advise from Commander Christina.
26019|그 자리에 있는 전원이 강하게 고개를 끄덕인다.|Everyone nods heavily in agreement.|Everyone nods heavily in agreement.|Everyone nods heavily in agreement.|Everyone nods heavily in agreement.|Everyone nods heavily in agreement.|Everyone nods heavily in agreement.|Everyone nods heavily in agreement.|Everyone nods heavily in agreement.|Everyone nods heavily in agreement.
26020|그럼, 슬슬 전진해 볼까.|Then lets slowly proceed.|Then lets slowly proceed.|Then lets slowly proceed.|Then lets slowly proceed.|Then lets slowly proceed.|Then lets slowly proceed.|Then lets slowly proceed.|Then lets slowly proceed.|Then lets slowly proceed.
26021|알겠습니다. 모두들, 가자구!|Okay, lets all move out!|Okay, lets all move out!|Okay, lets all move out!|Okay, lets all move out!|Okay, lets all move out!|Okay, lets all move out!|Okay, lets all move out!|Okay, lets all move out!|Okay, lets all move out!
26022|손을 들어 올려 신호를 보내자, 부대가 전진한다. \n그 선두에 선 사령관 옆에서, 아이는 생각에 잠겨 있었다.|As the march signal is given, Goddess Team slowly approaches forward.\nAt the front of the convoy next to the Commander, Aye is deeply considering over something.|As the march signal is given, Goddess Team slowly approaches forward.\nAt the front of the convoy next to the Commander, Aye is deeply considering over something.|As the march signal is given, Goddess Team slowly approaches forward.\nAt the front of the convoy next to the Commander, Aye is deeply considering over something.|As the march signal is given, Goddess Team slowly approaches forward.\nAt the front of the convoy next to the Commander, Aye is deeply considering over something.|As the march signal is given, Goddess Team slowly approaches forward.\nAt the front of the convoy next to the Commander, Aye is deeply considering over something.|As the march signal is given, Goddess Team slowly approaches forward.\nAt the front of the convoy next to the Commander, Aye is deeply considering over something.|As the march signal is given, Goddess Team slowly approaches forward.\nAt the front of the convoy next to the Commander, Aye is deeply considering over something.|As the march signal is given, Goddess Team slowly approaches forward.\nAt the front of the convoy next to the Commander, Aye is deeply considering over something.|As the march signal is given, Goddess Team slowly approaches forward.\nAt the front of the convoy next to the Commander, Aye is deeply considering over something.
26023|...그 때의 감지는 정말로 오동작이었던 것일까...|... Could my scan possibly malfunctioned back then...?|... Could my scan possibly malfunctioned back then...?|... Could my scan possibly malfunctioned back then...?|... Could my scan possibly malfunctioned back then...?|... Could my scan possibly malfunctioned back then...?|... Could my scan possibly malfunctioned back then...?|... Could my scan possibly malfunctioned back then...?|... Could my scan possibly malfunctioned back then...?|... Could my scan possibly malfunctioned back then...?
26024|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued
27001|가상 공간의 전투에도 꽤나 익숙해졌네요. \n이제는 현실과 구별이 잘 가지 않을 정도에요.|We're getting quite used to fight in here.\nIt's almost like it's real.|We're getting quite used to fight in here.\nIt's almost like it's real.|We're getting quite used to fight in here.\nIt's almost like it's real.|We're getting quite used to fight in here.\nIt's almost like it's real.|We're getting quite used to fight in here.\nIt's almost like it's real.|We're getting quite used to fight in here.\nIt's almost like it's real.|We're getting quite used to fight in here.\nIt's almost like it's real.|We're getting quite used to fight in here.\nIt's almost like it's real.|We're getting quite used to fight in here.\nIt's almost like it's real.
27002|정말이야. 이걸 발명한 녀석은 멋진걸! \n이렇게 리얼하다면 전투 훈련 이외에도 써먹을 수 있지 않을까?|Really, the person who invented this is really a genious!\nThis is so real we could use it even other than battle training.|Really, the person who invented this is really a genious!\nThis is so real we could use it even other than battle training.|Really, the person who invented this is really a genious!\nThis is so real we could use it even other than battle training.|Really, the person who invented this is really a genious!\nThis is so real we could use it even other than battle training.|Really, the person who invented this is really a genious!\nThis is so real we could use it even other than battle training.|Really, the person who invented this is really a genious!\nThis is so real we could use it even other than battle training.|Really, the person who invented this is really a genious!\nThis is so real we could use it even other than battle training.|Really, the person who invented this is really a genious!\nThis is so real we could use it even other than battle training.|Really, the person who invented this is really a genious!\nThis is so real we could use it even other than battle training.
27003|예를 들면 라이브 연습이라든지 말야! \n여기라면 아무리 큰 소리를 질러도 아무도 화내지 않으니까... 조용하니 작곡하기에도 괜찮을 것 같고!|You know, something like singing practice!\nIn here , we can yell as loudly as we want and no one would get angry... and its so quiet in here I can make concentrate composing my music too!|You know, something like singing practice!\nIn here , we can yell as loudly as we want and no one would get angry... and its so quiet in here I can make concentrate composing my music too!|You know, something like singing practice!\nIn here , we can yell as loudly as we want and no one would get angry... and its so quiet in here I can make concentrate composing my music too!|You know, something like singing practice!\nIn here , we can yell as loudly as we want and no one would get angry... and its so quiet in here I can make concentrate composing my music too!|You know, something like singing practice!\nIn here , we can yell as loudly as we want and no one would get angry... and its so quiet in here I can make concentrate composing my music too!|You know, something like singing practice!\nIn here , we can yell as loudly as we want and no one would get angry... and its so quiet in here I can make concentrate composing my music too!|You know, something like singing practice!\nIn here , we can yell as loudly as we want and no one would get angry... and its so quiet in here I can make concentrate composing my music too!|You know, something like singing practice!\nIn here , we can yell as loudly as we want and no one would get angry... and its so quiet in here I can make concentrate composing my music too!|You know, something like singing practice!\nIn here , we can yell as loudly as we want and no one would get angry... and its so quiet in here I can make concentrate composing my music too!
27004|가성비는 엄청 나쁠 것 같네...|Without considering cost-effectiveness... that is..|Without considering cost-effectiveness... that is..|Without considering cost-effectiveness... that is..|Without considering cost-effectiveness... that is..|Without considering cost-effectiveness... that is..|Without considering cost-effectiveness... that is..|Without considering cost-effectiveness... that is..|Without considering cost-effectiveness... that is..|Without considering cost-effectiveness... that is..
27005|아하하... 무료로 운용되고 있는 건 아니니까 말이죠. \n1회 가동하는 데 얼마 정도의 비용이 들까요?|Hahaha.. well yes, its not run for free..\nHow much does this thing cost to run?|Hahaha.. well yes, its not run for free..\nHow much does this thing cost to run?|Hahaha.. well yes, its not run for free..\nHow much does this thing cost to run?|Hahaha.. well yes, its not run for free..\nHow much does this thing cost to run?|Hahaha.. well yes, its not run for free..\nHow much does this thing cost to run?|Hahaha.. well yes, its not run for free..\nHow much does this thing cost to run?|Hahaha.. well yes, its not run for free..\nHow much does this thing cost to run?|Hahaha.. well yes, its not run for free..\nHow much does this thing cost to run?|Hahaha.. well yes, its not run for free..\nHow much does this thing cost to run?
27006|돈에 대한 건 그다지 생각하고 싶지 않구만...|I wouldn't want to think about the cost.. actually...|I wouldn't want to think about the cost.. actually...|I wouldn't want to think about the cost.. actually...|I wouldn't want to think about the cost.. actually...|I wouldn't want to think about the cost.. actually...|I wouldn't want to think about the cost.. actually...|I wouldn't want to think about the cost.. actually...|I wouldn't want to think about the cost.. actually...|I wouldn't want to think about the cost.. actually...
27007|아니, 가상 세계에서 현실을 생각하는 건 넌센스잖아?! \n저기, 아이. 적들이 없는 스테이지도 만들거나 수 있어?|Isn't it quite a nonsense to worry about the real world in a virtual world?\nUm, Aye, could it be possible to create a stage without enemies?|Isn't it quite a nonsense to worry about the real world in a virtual world?\nUm, Aye, could it be possible to create a stage without enemies?|Isn't it quite a nonsense to worry about the real world in a virtual world?\nUm, Aye, could it be possible to create a stage without enemies?|Isn't it quite a nonsense to worry about the real world in a virtual world?\nUm, Aye, could it be possible to create a stage without enemies?|Isn't it quite a nonsense to worry about the real world in a virtual world?\nUm, Aye, could it be possible to create a stage without enemies?|Isn't it quite a nonsense to worry about the real world in a virtual world?\nUm, Aye, could it be possible to create a stage without enemies?|Isn't it quite a nonsense to worry about the real world in a virtual world?\nUm, Aye, could it be possible to create a stage without enemies?|Isn't it quite a nonsense to worry about the real world in a virtual world?\nUm, Aye, could it be possible to create a stage without enemies?|Isn't it quite a nonsense to worry about the real world in a virtual world?\nUm, Aye, could it be possible to create a stage without enemies?
27008|네, 가능합니다. \n지형이나 기후, 출현하는 유닛의 종류와 성능 모두 임의로 설정할 수 있습니다.|Yes, its possible. \nIts even possible to set the landscape, weather, number and type of units and their strengths manually.|Yes, its possible. \nIts even possible to set the landscape, weather, number and type of units and their strengths manually.|Yes, its possible. \nIts even possible to set the landscape, weather, number and type of units and their strengths manually.|Yes, its possible. \nIts even possible to set the landscape, weather, number and type of units and their strengths manually.|Yes, its possible. \nIts even possible to set the landscape, weather, number and type of units and their strengths manually.|Yes, its possible. \nIts even possible to set the landscape, weather, number and type of units and their strengths manually.|Yes, its possible. \nIts even possible to set the landscape, weather, number and type of units and their strengths manually.|Yes, its possible. \nIts even possible to set the landscape, weather, number and type of units and their strengths manually.|Yes, its possible. \nIts even possible to set the landscape, weather, number and type of units and their strengths manually.
27009|와! 좋네, 정말 최고야!|Oh, great! That would be awesome!|Oh, great! That would be awesome!|Oh, great! That would be awesome!|Oh, great! That would be awesome!|Oh, great! That would be awesome!|Oh, great! That would be awesome!|Oh, great! That would be awesome!|Oh, great! That would be awesome!|Oh, great! That would be awesome!
27010|설정만 할 수 있다면 우리들이 직접 만들 수도 있나요?|Could we design it ourselves?|Could we design it ourselves?|Could we design it ourselves?|Could we design it ourselves?|Could we design it ourselves?|Could we design it ourselves?|Could we design it ourselves?|Could we design it ourselves?|Could we design it ourselves?
27011|아니오, 스테이지를 만들어 낼 수 있는 것은 관리자인 저 뿐입니다. \n다만, 제가 모르는 것을 창조하는 것은 불가능합니다.|No, I am the only manager who can create the stage.\nBut, I cannot create something that I do not have knowledge of.|No, I am the only manager who can create the stage.\nBut, I cannot create something that I do not have knowledge of.|No, I am the only manager who can create the stage.\nBut, I cannot create something that I do not have knowledge of.|No, I am the only manager who can create the stage.\nBut, I cannot create something that I do not have knowledge of.|No, I am the only manager who can create the stage.\nBut, I cannot create something that I do not have knowledge of.|No, I am the only manager who can create the stage.\nBut, I cannot create something that I do not have knowledge of.|No, I am the only manager who can create the stage.\nBut, I cannot create something that I do not have knowledge of.|No, I am the only manager who can create the stage.\nBut, I cannot create something that I do not have knowledge of.|No, I am the only manager who can create the stage.\nBut, I cannot create something that I do not have knowledge of.
27012|헤에, 아이에게 이것 저것 가르쳐 주면 뭐든지 재현할 수 있을 것 같은데? \n돈 걱정하지 않는다면 꿈이 이루어지겠어~|Oh, then if we teach Aye some of the things that we know, then maybe she can create it for us?\nIf we didn't have to worry about cost, then our dreams could come true~|Oh, then if we teach Aye some of the things that we know, then maybe she can create it for us?\nIf we didn't have to worry about cost, then our dreams could come true~|Oh, then if we teach Aye some of the things that we know, then maybe she can create it for us?\nIf we didn't have to worry about cost, then our dreams could come true~|Oh, then if we teach Aye some of the things that we know, then maybe she can create it for us?\nIf we didn't have to worry about cost, then our dreams could come true~|Oh, then if we teach Aye some of the things that we know, then maybe she can create it for us?\nIf we didn't have to worry about cost, then our dreams could come true~|Oh, then if we teach Aye some of the things that we know, then maybe she can create it for us?\nIf we didn't have to worry about cost, then our dreams could come true~|Oh, then if we teach Aye some of the things that we know, then maybe she can create it for us?\nIf we didn't have to worry about cost, then our dreams could come true~|Oh, then if we teach Aye some of the things that we know, then maybe she can create it for us?\nIf we didn't have to worry about cost, then our dreams could come true~|Oh, then if we teach Aye some of the things that we know, then maybe she can create it for us?\nIf we didn't have to worry about cost, then our dreams could come true~
27013|최대 수용 인원 5만 명의 라이브 공연장...!|Live concert hall with 50 thousand people!|Live concert hall with 50 thousand people!|Live concert hall with 50 thousand people!|Live concert hall with 50 thousand people!|Live concert hall with 50 thousand people!|Live concert hall with 50 thousand people!|Live concert hall with 50 thousand people!|Live concert hall with 50 thousand people!|Live concert hall with 50 thousand people!
27014|연기에 걸맞는 무대를 재현할 수 있는 방...!|A live acting stage for me...!|A live acting stage for me...!|A live acting stage for me...!|A live acting stage for me...!|A live acting stage for me...!|A live acting stage for me...!|A live acting stage for me...!|A live acting stage for me...!|A live acting stage for me...!
27015|한여름의 해변가도...?!|A summer beach...!|A summer beach...!|A summer beach...!|A summer beach...!|A summer beach...!|A summer beach...!|A summer beach...!|A summer beach...!|A summer beach...!
27016|아니 저기 님들...|Um..hello, guys? stop drifting away and come back to the... um..virtual world.|Um..hello, guys? stop drifting away and come back to the... um..virtual world.|Um..hello, guys? stop drifting away and come back to the... um..virtual world.|Um..hello, guys? stop drifting away and come back to the... um..virtual world.|Um..hello, guys? stop drifting away and come back to the... um..virtual world.|Um..hello, guys? stop drifting away and come back to the... um..virtual world.|Um..hello, guys? stop drifting away and come back to the... um..virtual world.|Um..hello, guys? stop drifting away and come back to the... um..virtual world.|Um..hello, guys? stop drifting away and come back to the... um..virtual world.
27017|스튜디오에 가지 않아도, 기지 내에서 연기 연습을 할 수 있다니 얼마나 좋아?!|Even if we didn't go to the studio, we can practice acting in our base, how good is that?|Even if we didn't go to the studio, we can practice acting in our base, how good is that?|Even if we didn't go to the studio, we can practice acting in our base, how good is that?|Even if we didn't go to the studio, we can practice acting in our base, how good is that?|Even if we didn't go to the studio, we can practice acting in our base, how good is that?|Even if we didn't go to the studio, we can practice acting in our base, how good is that?|Even if we didn't go to the studio, we can practice acting in our base, how good is that?|Even if we didn't go to the studio, we can practice acting in our base, how good is that?|Even if we didn't go to the studio, we can practice acting in our base, how good is that?
27018|계절에 관계 없이 어디서든 재현할 수 있지!|We can! and no matter what the weather is!|We can! and no matter what the weather is!|We can! and no matter what the weather is!|We can! and no matter what the weather is!|We can! and no matter what the weather is!|We can! and no matter what the weather is!|We can! and no matter what the weather is!|We can! and no matter what the weather is!|We can! and no matter what the weather is!
27019|그치, 엄청 좋다고 생각해~|Yes, I think it's AWESOME!|Yes, I think it's AWESOME!|Yes, I think it's AWESOME!|Yes, I think it's AWESOME!|Yes, I think it's AWESOME!|Yes, I think it's AWESOME!|Yes, I think it's AWESOME!|Yes, I think it's AWESOME!|Yes, I think it's AWESOME!
27020|상상하는 것이 무척 즐거웠나 보다. \n조금 전까지 현실적이었던 넬라와 클레어가 저쪽 세계로 가 버린 것 같다.|It seems like even to think of it makes them happy.\nEven the realastic two, Nella and Claire just joined the drifting away team.|It seems like even to think of it makes them happy.\nEven the realastic two, Nella and Claire just joined the drifting away team.|It seems like even to think of it makes them happy.\nEven the realastic two, Nella and Claire just joined the drifting away team.|It seems like even to think of it makes them happy.\nEven the realastic two, Nella and Claire just joined the drifting away team.|It seems like even to think of it makes them happy.\nEven the realastic two, Nella and Claire just joined the drifting away team.|It seems like even to think of it makes them happy.\nEven the realastic two, Nella and Claire just joined the drifting away team.|It seems like even to think of it makes them happy.\nEven the realastic two, Nella and Claire just joined the drifting away team.|It seems like even to think of it makes them happy.\nEven the realastic two, Nella and Claire just joined the drifting away team.|It seems like even to think of it makes them happy.\nEven the realastic two, Nella and Claire just joined the drifting away team.
27021|저기, 보스. 우리들은 테스트 플레이어잖아? \n플레이하면서 궁금했던 점으로 해서 크리스티나 사령관에게 전달해 줘!|Um, we're test players of this tower right?\nWe can get our inquiries be sent to Commander Christina!|Um, we're test players of this tower right?\nWe can get our inquiries be sent to Commander Christina!|Um, we're test players of this tower right?\nWe can get our inquiries be sent to Commander Christina!|Um, we're test players of this tower right?\nWe can get our inquiries be sent to Commander Christina!|Um, we're test players of this tower right?\nWe can get our inquiries be sent to Commander Christina!|Um, we're test players of this tower right?\nWe can get our inquiries be sent to Commander Christina!|Um, we're test players of this tower right?\nWe can get our inquiries be sent to Commander Christina!|Um, we're test players of this tower right?\nWe can get our inquiries be sent to Commander Christina!|Um, we're test players of this tower right?\nWe can get our inquiries be sent to Commander Christina!
27022|이건 훈련용으로 만들어진 것이니 그렇게 말해도 무리라니깐... \n아이도 그렇게 생각하지?|This is a training facility, and I don't believe such requests will ever get through..\ndon't you think, Aye?|This is a training facility, and I don't believe such requests will ever get through..\ndon't you think, Aye?|This is a training facility, and I don't believe such requests will ever get through..\ndon't you think, Aye?|This is a training facility, and I don't believe such requests will ever get through..\ndon't you think, Aye?|This is a training facility, and I don't believe such requests will ever get through..\ndon't you think, Aye?|This is a training facility, and I don't believe such requests will ever get through..\ndon't you think, Aye?|This is a training facility, and I don't believe such requests will ever get through..\ndon't you think, Aye?|This is a training facility, and I don't believe such requests will ever get through..\ndon't you think, Aye?|This is a training facility, and I don't believe such requests will ever get through..\ndon't you think, Aye?
27023|저는 미리 설정된 대로 창조할 뿐입니다. \n결정권은 저에게 없습니다.|I am only a manager of the tower.\nI do not have the authorization to make such decisions.|I am only a manager of the tower.\nI do not have the authorization to make such decisions.|I am only a manager of the tower.\nI do not have the authorization to make such decisions.|I am only a manager of the tower.\nI do not have the authorization to make such decisions.|I am only a manager of the tower.\nI do not have the authorization to make such decisions.|I am only a manager of the tower.\nI do not have the authorization to make such decisions.|I am only a manager of the tower.\nI do not have the authorization to make such decisions.|I am only a manager of the tower.\nI do not have the authorization to make such decisions.|I am only a manager of the tower.\nI do not have the authorization to make such decisions.
27024|그렇다네♪|As he said.|As he said.|As he said.|As he said.|As he said.|As he said.|As he said.|As he said.|As he said.
27025|그래도 안 된다는건...|But..|But..|But..|But..|But..|But..|But..|But..|But..
27026|아니, 의외로 해변은 괜찮을 지도...? \n여행 비용이 줄어들 테니...|No, wait but a summer beach might be okay...?\nour trip costs could be cheaper...|No, wait but a summer beach might be okay...?\nour trip costs could be cheaper...|No, wait but a summer beach might be okay...?\nour trip costs could be cheaper...|No, wait but a summer beach might be okay...?\nour trip costs could be cheaper...|No, wait but a summer beach might be okay...?\nour trip costs could be cheaper...|No, wait but a summer beach might be okay...?\nour trip costs could be cheaper...|No, wait but a summer beach might be okay...?\nour trip costs could be cheaper...|No, wait but a summer beach might be okay...?\nour trip costs could be cheaper...|No, wait but a summer beach might be okay...?\nour trip costs could be cheaper...
27027|매년 수많은 대원들을 데리고 다니는건 비용 부담이 너무 커. \n그걸 기지 내의 시설로 보완할 수 있다면 이보다 좋은 얘기는 없겠지.|Taking everyone somewhere out of our base costs too much.\nIf we can manage that inside our base, that would cost expense dramatically.|Taking everyone somewhere out of our base costs too much.\nIf we can manage that inside our base, that would cost expense dramatically.|Taking everyone somewhere out of our base costs too much.\nIf we can manage that inside our base, that would cost expense dramatically.|Taking everyone somewhere out of our base costs too much.\nIf we can manage that inside our base, that would cost expense dramatically.|Taking everyone somewhere out of our base costs too much.\nIf we can manage that inside our base, that would cost expense dramatically.|Taking everyone somewhere out of our base costs too much.\nIf we can manage that inside our base, that would cost expense dramatically.|Taking everyone somewhere out of our base costs too much.\nIf we can manage that inside our base, that would cost expense dramatically.|Taking everyone somewhere out of our base costs too much.\nIf we can manage that inside our base, that would cost expense dramatically.|Taking everyone somewhere out of our base costs too much.\nIf we can manage that inside our base, that would cost expense dramatically.
27028|저기 잠깐, 지금 '해변은 괜찮을 지도'라고 한 거 들었어!|Hey wait, I just heard that the beach idea 'might be okay'!|Hey wait, I just heard that the beach idea 'might be okay'!|Hey wait, I just heard that the beach idea 'might be okay'!|Hey wait, I just heard that the beach idea 'might be okay'!|Hey wait, I just heard that the beach idea 'might be okay'!|Hey wait, I just heard that the beach idea 'might be okay'!|Hey wait, I just heard that the beach idea 'might be okay'!|Hey wait, I just heard that the beach idea 'might be okay'!|Hey wait, I just heard that the beach idea 'might be okay'!
27029|...? 그게 무슨 문제라도 있나?|...? Is that a problem?|...? Is that a problem?|...? Is that a problem?|...? Is that a problem?|...? Is that a problem?|...? Is that a problem?|...? Is that a problem?|...? Is that a problem?|...? Is that a problem?
27030|엄청 큰 문제지! \n우리들의 수영복 차림을 보고 싶은 것 뿐이잖아?!|Of course!\nAll you want is to see us in our bikinis?!|Of course!\nAll you want is to see us in our bikinis?!|Of course!\nAll you want is to see us in our bikinis?!|Of course!\nAll you want is to see us in our bikinis?!|Of course!\nAll you want is to see us in our bikinis?!|Of course!\nAll you want is to see us in our bikinis?!|Of course!\nAll you want is to see us in our bikinis?!|Of course!\nAll you want is to see us in our bikinis?!|Of course!\nAll you want is to see us in our bikinis?!
27031|엣, 사령관...|Oh, my, Commander...|Oh, my, Commander...|Oh, my, Commander...|Oh, my, Commander...|Oh, my, Commander...|Oh, my, Commander...|Oh, my, Commander...|Oh, my, Commander...|Oh, my, Commander...
27032|뭐야~ 그런 의미라면 라이브 공연장에서도 다양한 의상을 입을 텐데~|If that's so, then we can wear all kinds of outfits in a live concert hall~|If that's so, then we can wear all kinds of outfits in a live concert hall~|If that's so, then we can wear all kinds of outfits in a live concert hall~|If that's so, then we can wear all kinds of outfits in a live concert hall~|If that's so, then we can wear all kinds of outfits in a live concert hall~|If that's so, then we can wear all kinds of outfits in a live concert hall~|If that's so, then we can wear all kinds of outfits in a live concert hall~|If that's so, then we can wear all kinds of outfits in a live concert hall~|If that's so, then we can wear all kinds of outfits in a live concert hall~
27033|왜지? 어째서 그렇게 바로 단정을 지어 버리는 거지?! \n난 그저 부대를 생각했을 뿐인데...!|Why? why is everyone coming to such a conclusion?\nI was only thinking out for our team...!|Why? why is everyone coming to such a conclusion?\nI was only thinking out for our team...!|Why? why is everyone coming to such a conclusion?\nI was only thinking out for our team...!|Why? why is everyone coming to such a conclusion?\nI was only thinking out for our team...!|Why? why is everyone coming to such a conclusion?\nI was only thinking out for our team...!|Why? why is everyone coming to such a conclusion?\nI was only thinking out for our team...!|Why? why is everyone coming to such a conclusion?\nI was only thinking out for our team...!|Why? why is everyone coming to such a conclusion?\nI was only thinking out for our team...!|Why? why is everyone coming to such a conclusion?\nI was only thinking out for our team...!
27034|...'평소의 행실'이란 말은 이걸 두고 하는 거군요. \n또다시 하나 배워 갑니다.|...'How someone usually conducts oneself' is what you considered in this situation, I see now.\nNoted.|...'How someone usually conducts oneself' is what you considered in this situation, I see now.\nNoted.|...'How someone usually conducts oneself' is what you considered in this situation, I see now.\nNoted.|...'How someone usually conducts oneself' is what you considered in this situation, I see now.\nNoted.|...'How someone usually conducts oneself' is what you considered in this situation, I see now.\nNoted.|...'How someone usually conducts oneself' is what you considered in this situation, I see now.\nNoted.|...'How someone usually conducts oneself' is what you considered in this situation, I see now.\nNoted.|...'How someone usually conducts oneself' is what you considered in this situation, I see now.\nNoted.|...'How someone usually conducts oneself' is what you considered in this situation, I see now.\nNoted.
27035|본의가 아니지만, 내 덕분에 아이는 점점 현명해져 가는 것 같다.|Unrelated to my intention, it felt like Aye was getting smarter(?) by the second.|Unrelated to my intention, it felt like Aye was getting smarter(?) by the second.|Unrelated to my intention, it felt like Aye was getting smarter(?) by the second.|Unrelated to my intention, it felt like Aye was getting smarter(?) by the second.|Unrelated to my intention, it felt like Aye was getting smarter(?) by the second.|Unrelated to my intention, it felt like Aye was getting smarter(?) by the second.|Unrelated to my intention, it felt like Aye was getting smarter(?) by the second.|Unrelated to my intention, it felt like Aye was getting smarter(?) by the second.|Unrelated to my intention, it felt like Aye was getting smarter(?) by the second.
27036|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued|To Be Continued
37001|그러니까 이 층에 보스가 있단 말이지? \n얼마든지 덤벼 보라구!|So you're saying that there's a boss in this stage?\nOkay, I'm ready for it, bring it on!|So you're saying that there's a boss in this stage?\nOkay, I'm ready for it, bring it on!|So you're saying that there's a boss in this stage?\nOkay, I'm ready for it, bring it on!|So you're saying that there's a boss in this stage?\nOkay, I'm ready for it, bring it on!|So you're saying that there's a boss in this stage?\nOkay, I'm ready for it, bring it on!|So you're saying that there's a boss in this stage?\nOkay, I'm ready for it, bring it on!|So you're saying that there's a boss in this stage?\nOkay, I'm ready for it, bring it on!|So you're saying that there's a boss in this stage?\nOkay, I'm ready for it, bring it on!|So you're saying that there's a boss in this stage?\nOkay, I'm ready for it, bring it on!
37002|대장, 놈이 나타나거든 지휘를 부탁해! \n우리들은 거기에 따를 테니까!|Commander, please give us the orders when it comes!\nWe'll follow your command!|Commander, please give us the orders when it comes!\nWe'll follow your command!|Commander, please give us the orders when it comes!\nWe'll follow your command!|Commander, please give us the orders when it comes!\nWe'll follow your command!|Commander, please give us the orders when it comes!\nWe'll follow your command!|Commander, please give us the orders when it comes!\nWe'll follow your command!|Commander, please give us the orders when it comes!\nWe'll follow your command!|Commander, please give us the orders when it comes!\nWe'll follow your command!|Commander, please give us the orders when it comes!\nWe'll follow your command!
37003|알았다! \n하지만, 어디서 나타날 지...|Okay! \nBut, where is it coming from?|Okay! \nBut, where is it coming from?|Okay! \nBut, where is it coming from?|Okay! \nBut, where is it coming from?|Okay! \nBut, where is it coming from?|Okay! \nBut, where is it coming from?|Okay! \nBut, where is it coming from?|Okay! \nBut, where is it coming from?|Okay! \nBut, where is it coming from?
37004|이 층은 불길할 정도로 조용하네요. 다른 곳은 바로 보스가 튀어 나왔던 기억이 있는데 말이죠.|This stage is so quiet, it gives me the creeps.All the other boss units just came out instantly on the other floors.|This stage is so quiet, it gives me the creeps.All the other boss units just came out instantly on the other floors.|This stage is so quiet, it gives me the creeps.All the other boss units just came out instantly on the other floors.|This stage is so quiet, it gives me the creeps.All the other boss units just came out instantly on the other floors.|This stage is so quiet, it gives me the creeps.All the other boss units just came out instantly on the other floors.|This stage is so quiet, it gives me the creeps.All the other boss units just came out instantly on the other floors.|This stage is so quiet, it gives me the creeps.All the other boss units just came out instantly on the other floors.|This stage is so quiet, it gives me the creeps.All the other boss units just came out instantly on the other floors.|This stage is so quiet, it gives me the creeps.All the other boss units just came out instantly on the other floors.
37005|뭐야, 우리들한테 쫄아서 도망가기라도 한 건가?|What did it get scared of us and ran away? hehe?|What did it get scared of us and ran away? hehe?|What did it get scared of us and ran away? hehe?|What did it get scared of us and ran away? hehe?|What did it get scared of us and ran away? hehe?|What did it get scared of us and ran away? hehe?|What did it get scared of us and ran away? hehe?|What did it get scared of us and ran away? hehe?|What did it get scared of us and ran away? hehe?
37006|그럴 리는... 앗!|I don't think...huh?|I don't think...huh?|I don't think...huh?|I don't think...huh?|I don't think...huh?|I don't think...huh?|I don't think...huh?|I don't think...huh?|I don't think...huh?
37007|모습을 드러내지 않는 보스때문에 어리둥절해 있자니, 주위가 암흑으로 둘러 쌓인다.|All of a sudden, the atmosphere blacks out, leaving us wandering in the dark|All of a sudden, the atmosphere blacks out, leaving us wandering in the dark|All of a sudden, the atmosphere blacks out, leaving us wandering in the dark|All of a sudden, the atmosphere blacks out, leaving us wandering in the dark|All of a sudden, the atmosphere blacks out, leaving us wandering in the dark|All of a sudden, the atmosphere blacks out, leaving us wandering in the dark|All of a sudden, the atmosphere blacks out, leaving us wandering in the dark|All of a sudden, the atmosphere blacks out, leaving us wandering in the dark|All of a sudden, the atmosphere blacks out, leaving us wandering in the dark
